user_id,amount,timestamp,device_id,receiver,hour,is_night,time_gap,device_change,location_change,is_fraud
2,794.66,2026-01-04T17:08:52.972147,device_2_97,merchant_713,17,0,2046.0,0,0,0
2,773.7,2026-01-04T18:01:10.972147,device_2_97,merchant_713,18,0,3138.0,0,0,0
2,279.9,2026-01-04T18:47:35.972147,device_2_97,merchant_713,18,0,2785.0,0,0,0
2,1729.13,2026-01-04T19:06:25.972147,device_2_97,merchant_323,19,0,1130.0,0,0,0
2,60.99,2026-01-04T19:24:24.972147,device_2_97,merchant_323,19,0,1079.0,0,0,0
2,719.57,2026-01-04T19:40:34.972147,device_2_57,merchant_569,19,0,970.0,1,0,0
2,268.08,2026-01-04T20:26:03.972147,device_2_57,merchant_569,20,0,2729.0,0,0,0
2,874.58,2026-01-04T21:05:01.972147,device_2_55,merchant_569,21,0,2338.0,1,0,0
2,1709.31,2026-01-04T21:07:58.972147,device_2_55,merchant_569,21,0,177.0,0,0,0
2,504.68,2026-01-04T21:41:31.972147,device_2_55,merchant_569,21,0,2013.0,0,0,0
2,1145.42,2026-01-04T21:44:40.972147,device_2_55,merchant_569,21,0,189.0,0,1,0
2,1586.41,2026-01-04T22:35:29.972147,device_2_55,merchant_569,22,0,3049.0,0,0,0
2,1946.62,2026-01-04T23:10:51.972147,device_2_55,merchant_569,23,0,2122.0,0,0,0
2,1848.2,2026-01-04T23:17:07.972147,device_2_55,merchant_121,23,0,376.0,0,0,0
2,808.94,2026-01-04T23:37:16.972147,device_2_55,merchant_121,23,0,1209.0,0,0,0
2,1461.19,2026-01-04T23:59:59.972147,device_2_55,merchant_121,23,0,1363.0,0,0,0
2,1387.35,2026-01-05T00:39:01.972147,device_2_55,merchant_927,0,1,2342.0,0,0,0
2,1136.72,2026-01-05T01:37:29.972147,device_2_55,merchant_927,1,1,3508.0,0,0,0
2,860.99,2026-01-05T02:24:31.972147,device_2_55,merchant_927,2,1,2822.0,0,0,0
2,422.53,2026-01-05T02:45:09.972147,device_2_55,merchant_927,2,1,1238.0,0,0,0
2,680.16,2026-01-05T03:10:45.972147,device_2_55,merchant_927,3,1,1536.0,0,0,0
2,1277.74,2026-01-05T03:20:11.972147,device_2_55,merchant_927,3,1,566.0,0,0,0
2,819.75,2026-01-05T04:10:29.972147,device_2_55,merchant_927,4,1,3018.0,0,0,0
2,1624.67,2026-01-05T05:04:03.972147,device_2_55,merchant_717,5,0,3214.0,0,0,0
2,53.6,2026-01-05T05:16:24.972147,device_2_55,merchant_717,5,0,741.0,0,0,0
2,184.29,2026-01-05T05:43:19.972147,device_2_55,merchant_717,5,0,1615.0,0,1,0
2,103.13,2026-01-05T06:05:38.972147,device_2_55,merchant_717,6,0,1339.0,0,0,0
2,1952.03,2026-01-05T06:58:54.972147,device_2_55,merchant_717,6,0,3196.0,0,0,0
2,1424.23,2026-01-05T07:55:26.972147,device_2_55,merchant_717,7,0,3392.0,0,0,0
2,830.89,2026-01-05T08:25:12.972147,device_2_55,merchant_717,8,0,1786.0,0,0,0
2,716.09,2026-01-05T08:47:13.972147,device_2_55,merchant_121,8,0,1321.0,0,0,0
3,342.64,2026-01-04T11:23:50.972147,device_3_1,merchant_977,11,0,1485.0,0,0,0
3,74.44,2026-01-04T11:31:59.972147,device_3_1,merchant_977,11,0,489.0,0,0,0
3,590.78,2026-01-04T12:11:34.972147,device_3_1,merchant_977,12,0,2375.0,0,0,0
3,1411.48,2026-01-04T12:39:22.972147,device_3_1,merchant_977,12,0,1668.0,0,0,0
3,492.45,2026-01-04T13:27:49.972147,device_3_1,merchant_977,13,0,2907.0,0,1,0
3,1874.67,2026-01-04T13:37:20.972147,device_3_1,merchant_977,13,0,571.0,0,0,0
3,1680.1,2026-01-04T14:33:35.972147,device_3_1,merchant_977,14,0,3375.0,0,0,0
3,278.94,2026-01-04T15:19:24.972147,device_3_1,merchant_977,15,0,2749.0,0,0,0
3,535.01,2026-01-04T16:00:03.972147,device_3_1,merchant_977,16,0,2439.0,0,0,0
3,565.8,2026-01-04T16:23:26.972147,device_3_1,merchant_977,16,0,1403.0,0,0,0
3,484.94,2026-01-04T16:31:15.972147,device_3_1,merchant_977,16,0,469.0,0,0,0
3,1867.1,2026-01-04T17:17:33.972147,device_3_51,merchant_977,17,0,2778.0,1,0,0
3,140.88,2026-01-04T17:48:10.972147,device_3_51,merchant_977,17,0,1837.0,0,0,0
3,1796.9,2026-01-04T18:03:11.972147,device_3_51,merchant_977,18,0,901.0,0,0,0
3,626.27,2026-01-04T18:54:23.972147,device_3_51,merchant_977,18,0,3072.0,0,0,0
3,786.09,2026-01-04T19:53:19.972147,device_3_51,merchant_977,19,0,3536.0,0,0,0
3,1915.92,2026-01-04T20:40:47.972147,device_3_51,merchant_977,20,0,2848.0,0,0,0
3,1711.55,2026-01-04T21:01:28.972147,device_3_51,merchant_977,21,0,1241.0,0,0,0
3,112.1,2026-01-04T21:38:21.972147,device_3_51,merchant_977,21,0,2213.0,0,0,0
3,1875.58,2026-01-04T22:01:18.972147,device_3_51,merchant_977,22,0,1377.0,0,0,0
3,1196.41,2026-01-04T22:20:12.972147,device_3_51,merchant_977,22,0,1134.0,0,0,0
3,1913.92,2026-01-04T23:01:56.972147,device_3_51,merchant_977,23,0,2504.0,0,0,0
3,1404.04,2026-01-04T23:37:46.972147,device_3_51,merchant_863,23,0,2150.0,0,1,0
3,357.55,2026-01-05T00:27:26.972147,device_3_51,merchant_444,0,1,2980.0,0,0,0
3,1882.5,2026-01-05T00:55:05.972147,device_3_51,merchant_516,0,1,1659.0,0,0,0
3,352.44,2026-01-05T01:47:02.972147,device_3_87,merchant_408,1,1,3117.0,1,0,0
3,1469.94,2026-01-05T02:33:15.972147,device_3_87,merchant_408,2,1,2773.0,0,0,0
3,1329.18,2026-01-05T02:54:47.972147,device_3_87,merchant_408,2,1,1292.0,0,0,0
3,1650.14,2026-01-05T03:53:59.972147,device_3_87,merchant_408,3,1,3552.0,0,1,0
3,497.71,2026-01-05T04:15:00.972147,device_3_87,merchant_915,4,1,1261.0,0,0,0
3,50.08,2026-01-05T04:35:06.972147,device_3_87,merchant_915,4,1,1206.0,0,0,0
3,444.41,2026-01-05T04:37:40.972147,device_3_22,merchant_915,4,1,154.0,1,0,0
3,884.5,2026-01-05T05:09:43.972147,device_3_22,merchant_915,5,0,1923.0,0,0,0
3,1875.03,2026-01-05T05:35:40.972147,device_3_22,merchant_108,5,0,1557.0,0,1,0
3,1253.33,2026-01-05T06:20:11.972147,device_3_22,merchant_108,6,0,2671.0,0,0,0
3,1000.37,2026-01-05T06:38:23.972147,device_3_22,merchant_441,6,0,1092.0,0,0,0
3,744.89,2026-01-05T06:55:08.972147,device_3_22,merchant_441,6,0,1005.0,0,0,0
3,830.88,2026-01-05T07:16:29.972147,device_3_100,merchant_441,7,0,1281.0,1,0,0
3,1970.22,2026-01-05T07:36:38.972147,device_3_30,merchant_441,7,0,1209.0,1,0,0
3,782.93,2026-01-05T08:23:45.972147,device_3_30,merchant_389,8,0,2827.0,0,0,0
4,464.5,2026-01-04T11:47:02.972147,device_4_1,merchant_4_1,11,0,2877.0,0,0,0
4,669.94,2026-01-04T12:45:24.972147,device_4_1,merchant_4_1,12,0,3502.0,0,0,0
4,210.43,2026-01-04T13:35:58.972147,device_4_1,merchant_4_1,13,0,3034.0,0,0,0
4,1763.07,2026-01-04T13:54:58.972147,device_4_1,merchant_4_1,13,0,1140.0,0,0,0
4,305.47,2026-01-04T14:07:55.972147,device_4_1,merchant_4_1,14,0,777.0,0,0,0
4,169.79,2026-01-04T14:47:25.972147,device_4_1,merchant_4_1,14,0,2370.0,0,0,0
4,354.83,2026-01-04T15:37:29.972147,device_4_1,merchant_4_1,15,0,3004.0,0,0,0
4,1253.03,2026-01-04T15:47:02.972147,device_4_1,merchant_4_1,15,0,573.0,0,0,0
4,1381.04,2026-01-04T15:58:06.972147,device_4_1,merchant_4_1,15,0,664.0,0,0,0
4,1224.81,2026-01-04T16:31:50.972147,device_4_1,merchant_4_1,16,0,2024.0,0,0,0
4,769.4,2026-01-04T16:44:17.972147,device_4_1,merchant_4_1,16,0,747.0,0,0,0
4,1605.44,2026-01-04T16:50:57.972147,device_4_1,merchant_4_1,16,0,400.0,0,0,0
4,1222.6,2026-01-04T17:37:12.972147,device_4_1,merchant_4_1,17,0,2775.0,0,0,0
4,71.72,2026-01-04T18:17:54.972147,device_4_1,merchant_4_1,18,0,2442.0,0,0,0
4,729.14,2026-01-04T19:14:59.972147,device_4_1,merchant_4_1,19,0,3425.0,0,0,0
4,218.99,2026-01-04T19:55:27.972147,device_4_1,merchant_4_1,19,0,2428.0,0,1,0
4,1192.12,2026-01-04T20:26:34.972147,device_4_1,merchant_149,20,0,1867.0,0,0,0
4,649.03,2026-01-04T21:23:00.972147,device_4_1,merchant_149,21,0,3386.0,0,0,0
4,323.53,2026-01-04T21:33:44.972147,device_4_1,merchant_355,21,0,644.0,0,0,0
4,732.58,2026-01-04T21:59:22.972147,device_4_82,merchant_355,21,0,1538.0,1,0,0
4,348.53,2026-01-04T22:39:18.972147,device_4_82,merchant_355,22,0,2396.0,0,0,0
4,352.68,2026-01-04T23:18:51.972147,device_4_82,merchant_355,23,0,2373.0,0,1,0
4,511.43,2026-01-05T00:09:52.972147,device_4_82,merchant_355,0,1,3061.0,0,0,0
4,189.69,2026-01-05T00:47:03.972147,device_4_82,merchant_355,0,1,2231.0,0,0,0
4,757.6,2026-01-05T00:51:24.972147,device_4_76,merchant_355,0,1,261.0,1,0,0
4,50.12,2026-01-05T01:27:54.972147,device_4_13,merchant_355,1,1,2190.0,1,0,0
4,169.39,2026-01-05T01:59:15.972147,device_4_13,merchant_355,1,1,1881.0,0,1,0
4,1974.9,2026-01-05T02:41:30.972147,device_4_13,merchant_355,2,1,2535.0,0,0,0
4,1471.37,2026-01-05T03:36:30.972147,device_4_13,merchant_355,3,1,3300.0,0,0,0
4,1551.2,2026-01-05T04:12:19.972147,device_4_13,merchant_355,4,1,2149.0,0,0,0
4,1145.24,2026-01-05T04:32:23.972147,device_4_13,merchant_355,4,1,1204.0,0,0,0
4,569.48,2026-01-05T05:26:01.972147,device_4_13,merchant_355,5,0,3218.0,0,0,0
4,828.33,2026-01-05T06:02:22.972147,device_4_13,merchant_355,6,0,2181.0,0,0,0
4,1701.47,2026-01-05T06:51:55.972147,device_4_13,merchant_728,6,0,2973.0,0,0,0
4,1630.44,2026-01-05T07:49:40.972147,device_4_89,merchant_730,7,0,3465.0,1,0,0
4,518.04,2026-01-05T08:33:17.972147,device_4_89,merchant_577,8,0,2617.0,0,0,0
4,1872.06,2026-01-05T08:44:38.972147,device_4_89,merchant_922,8,0,681.0,0,0,0
4,234.69,2026-01-05T08:50:43.972147,device_4_53,merchant_427,8,0,365.0,1,0,0
4,621.84,2026-01-05T09:17:42.972147,device_4_53,merchant_427,9,0,1619.0,0,0,0
4,756.63,2026-01-05T09:31:48.972147,device_4_46,merchant_427,9,0,846.0,1,0,0
5,1881.03,2026-01-04T11:43:31.972147,device_5_1,merchant_593,11,0,2666.0,0,0,0
5,110.15,2026-01-04T12:11:13.972147,device_5_1,merchant_593,12,0,1662.0,0,0,0
5,851.14,2026-01-04T12:32:46.972147,device_5_1,merchant_593,12,0,1293.0,0,0,0
5,687.49,2026-01-04T13:07:30.972147,device_5_1,merchant_276,13,0,2084.0,0,0,0
5,582.57,2026-01-04T13:30:30.972147,device_5_65,merchant_276,13,0,1380.0,1,0,0
5,1602.82,2026-01-04T13:44:49.972147,device_5_65,merchant_276,13,0,859.0,0,0,0
5,1013.38,2026-01-04T14:44:39.972147,device_5_65,merchant_616,14,0,3590.0,0,0,0
5,370.06,2026-01-04T15:31:40.972147,device_5_65,merchant_616,15,0,2821.0,0,0,0
5,1895.54,2026-01-04T15:32:04.972147,device_5_65,merchant_724,15,0,24.0,0,0,0
5,1645.23,2026-01-04T15:51:11.972147,device_5_65,merchant_724,15,0,1147.0,0,0,0
5,1654.05,2026-01-04T16:43:19.972147,device_5_65,merchant_724,16,0,3128.0,0,1,0
5,420.12,2026-01-04T17:37:49.972147,device_5_65,merchant_724,17,0,3270.0,0,0,0
5,1755.05,2026-01-04T17:58:09.972147,device_5_65,merchant_724,17,0,1220.0,0,1,0
5,977.51,2026-01-04T18:51:16.972147,device_5_93,merchant_724,18,0,3187.0,1,0,0
5,1130.06,2026-01-04T19:18:05.972147,device_5_93,merchant_724,19,0,1609.0,0,0,0
5,99.84,2026-01-04T19:41:38.972147,device_5_93,merchant_724,19,0,1413.0,0,0,0
5,1594.23,2026-01-04T20:06:44.972147,device_5_93,merchant_724,20,0,1506.0,0,0,0
5,1834.96,2026-01-04T20:40:48.972147,device_5_93,merchant_724,20,0,2044.0,0,0,0
5,1663.11,2026-01-04T20:43:38.972147,device_5_93,merchant_724,20,0,170.0,0,1,0
5,1467.36,2026-01-04T20:44:13.972147,device_5_74,merchant_724,20,0,35.0,1,0,0
5,1942.89,2026-01-04T20:46:43.972147,device_5_74,merchant_724,20,0,150.0,0,0,0
5,1313.56,2026-01-04T21:18:36.972147,device_5_74,merchant_724,21,0,1913.0,0,0,0
5,1240.59,2026-01-04T21:55:04.972147,device_5_74,merchant_724,21,0,2188.0,0,0,0
5,1838.08,2026-01-04T22:45:09.972147,device_5_74,merchant_724,22,0,3005.0,0,0,0
5,80.12,2026-01-04T23:16:18.972147,device_5_74,merchant_724,23,0,1869.0,0,0,0
5,1834.48,2026-01-04T23:57:57.972147,device_5_74,merchant_724,23,0,2499.0,0,0,0
5,580.01,2026-01-05T00:17:24.972147,device_5_74,merchant_724,0,1,1167.0,0,0,0
5,1655.73,2026-01-05T00:34:58.972147,device_5_100,merchant_724,0,1,1054.0,1,0,0
5,88.03,2026-01-05T01:27:31.972147,device_5_100,merchant_724,1,1,3153.0,0,0,0
5,1409.67,2026-01-05T02:05:55.972147,device_5_100,merchant_724,2,1,2304.0,0,0,0
5,1650.62,2026-01-05T02:55:12.972147,device_5_100,merchant_724,2,1,2957.0,0,0,0
5,552.59,2026-01-05T03:53:34.972147,device_5_100,merchant_710,3,1,3502.0,0,0,0
5,170.49,2026-01-05T04:43:48.972147,device_5_32,merchant_710,4,1,3014.0,1,0,0
5,992.23,2026-01-05T05:12:52.972147,device_5_32,merchant_317,5,0,1744.0,0,0,0
5,428.53,2026-01-05T05:49:59.972147,device_5_32,merchant_317,5,0,2227.0,0,0,0
5,602.78,2026-01-05T06:13:55.972147,device_5_32,merchant_317,6,0,1436.0,0,0,0
5,1587.37,2026-01-05T06:23:06.972147,device_5_93,merchant_684,6,0,551.0,1,0,0
5,1232.51,2026-01-05T07:09:50.972147,device_5_93,merchant_816,7,0,2804.0,0,0,0
5,1777.84,2026-01-05T07:10:51.972147,device_5_93,merchant_816,7,0,61.0,0,0,0
5,368.45,2026-01-05T08:06:13.972147,device_5_73,merchant_760,8,0,3322.0,1,0,0
6,814.56,2026-01-04T11:36:22.972147,device_6_1,merchant_6_1,11,0,2237.0,0,0,0
6,1083.44,2026-01-04T12:04:42.972147,device_6_1,merchant_6_1,12,0,1700.0,0,0,0
6,1470.67,2026-01-04T12:09:57.972147,device_6_1,merchant_6_1,12,0,315.0,0,0,0
6,1128.69,2026-01-04T12:29:49.972147,device_6_1,merchant_6_1,12,0,1192.0,0,0,0
6,457.56,2026-01-04T13:04:03.972147,device_6_1,merchant_6_1,13,0,2054.0,0,0,0
6,1070.49,2026-01-04T13:40:29.972147,device_6_1,merchant_6_1,13,0,2186.0,0,0,0
6,397.85,2026-01-04T14:36:53.972147,device_6_1,merchant_6_1,14,0,3384.0,0,0,0
6,417.25,2026-01-04T14:38:44.972147,device_6_1,merchant_289,14,0,111.0,0,0,0
6,1359.06,2026-01-04T15:26:18.972147,device_6_1,merchant_329,15,0,2854.0,0,0,0
6,526.01,2026-01-04T16:12:30.972147,device_6_1,merchant_329,16,0,2772.0,0,0,0
6,493.2,2026-01-04T16:33:24.972147,device_6_12,merchant_329,16,0,1254.0,1,0,0
6,1903.27,2026-01-04T17:02:37.972147,device_6_12,merchant_329,17,0,1753.0,0,1,0
6,1859.77,2026-01-04T17:35:33.972147,device_6_12,merchant_329,17,0,1976.0,0,0,0
6,755.55,2026-01-04T18:30:31.972147,device_6_12,merchant_329,18,0,3298.0,0,0,0
6,90.18,2026-01-04T18:48:15.972147,device_6_12,merchant_329,18,0,1064.0,0,1,0
6,725.89,2026-01-04T19:37:34.972147,device_6_12,merchant_329,19,0,2959.0,0,0,0
6,1874.82,2026-01-04T20:31:06.972147,device_6_12,merchant_329,20,0,3212.0,0,0,0
6,712.13,2026-01-04T20:56:42.972147,device_6_12,merchant_329,20,0,1536.0,0,0,0
6,1797.04,2026-01-04T20:57:14.972147,device_6_12,merchant_672,20,0,32.0,0,0,0
6,300.94,2026-01-04T21:34:54.972147,device_6_12,merchant_672,21,0,2260.0,0,0,0
6,523.09,2026-01-04T21:57:06.972147,device_6_12,merchant_672,21,0,1332.0,0,0,0
6,1737.22,2026-01-04T22:41:16.972147,device_6_12,merchant_672,22,0,2650.0,0,0,0
6,1414.08,2026-01-04T23:32:24.972147,device_6_12,merchant_672,23,0,3068.0,0,0,0
6,700.13,2026-01-04T23:39:31.972147,device_6_12,merchant_672,23,0,427.0,0,0,0
6,1144.81,2026-01-05T00:05:44.972147,device_6_12,merchant_672,0,1,1573.0,0,1,0
6,1345.05,2026-01-05T00:54:16.972147,device_6_12,merchant_672,0,1,2912.0,0,0,0
6,61.17,2026-01-05T01:26:10.972147,device_6_12,merchant_743,1,1,1914.0,0,0,0
6,526.85,2026-01-05T01:47:04.972147,device_6_11,merchant_802,1,1,1254.0,1,0,0
6,97.08,2026-01-05T02:03:00.972147,device_6_11,merchant_802,2,1,956.0,0,0,0
6,1157.95,2026-01-05T02:39:34.972147,device_6_11,merchant_201,2,1,2194.0,0,0,0
6,1200.98,2026-01-05T02:54:03.972147,device_6_11,merchant_201,2,1,869.0,0,0,0
6,522.31,2026-01-05T03:44:00.972147,device_6_11,merchant_201,3,1,2997.0,0,0,0
6,1572.94,2026-01-05T04:13:50.972147,device_6_61,merchant_201,4,1,1790.0,1,1,0
6,991.81,2026-01-05T04:22:45.972147,device_6_61,merchant_201,4,1,535.0,0,0,0
6,249.87,2026-01-05T04:59:00.972147,device_6_15,merchant_201,4,1,2175.0,1,0,0
6,1125.88,2026-01-05T05:20:13.972147,device_6_15,merchant_201,5,0,1273.0,0,0,0
6,1848.79,2026-01-05T06:07:38.972147,device_6_18,merchant_201,6,0,2845.0,1,0,0
6,227.48,2026-01-05T06:28:00.972147,device_6_30,merchant_201,6,0,1222.0,1,0,0
6,1384.88,2026-01-05T07:10:10.972147,device_6_80,merchant_201,7,0,2530.0,1,0,0
6,787.88,2026-01-05T07:56:52.972147,device_6_80,merchant_201,7,0,2802.0,0,0,0
7,1352.1,2026-01-04T11:05:39.972147,device_7_1,merchant_501,11,0,394.0,0,0,0
7,1441.84,2026-01-04T12:04:39.972147,device_7_1,merchant_501,12,0,3540.0,0,0,0
7,1663.14,2026-01-04T12:52:05.972147,device_7_1,merchant_501,12,0,2846.0,0,0,0
7,140.67,2026-01-04T13:28:00.972147,device_7_1,merchant_501,13,0,2155.0,0,1,0
7,52.31,2026-01-04T14:21:48.972147,device_7_1,merchant_501,14,0,3228.0,0,0,0
7,653.03,2026-01-04T14:38:19.972147,device_7_1,merchant_501,14,0,991.0,0,0,0
7,1456.51,2026-01-04T15:14:12.972147,device_7_1,merchant_501,15,0,2153.0,0,0,0
7,1162.94,2026-01-04T15:59:04.972147,device_7_1,merchant_501,15,0,2692.0,0,0,0
7,1855.44,2026-01-04T16:09:56.972147,device_7_1,merchant_501,16,0,652.0,0,1,0
7,1606.73,2026-01-04T16:44:38.972147,device_7_1,merchant_501,16,0,2082.0,0,0,0
7,972.13,2026-01-04T17:19:38.972147,device_7_1,merchant_501,17,0,2100.0,0,0,0
7,1938.62,2026-01-04T17:56:54.972147,device_7_1,merchant_501,17,0,2236.0,0,1,0
7,59.8,2026-01-04T18:23:23.972147,device_7_1,merchant_501,18,0,1589.0,0,0,0
7,640.1,2026-01-04T18:27:29.972147,device_7_1,merchant_501,18,0,246.0,0,0,0
7,1388.47,2026-01-04T18:53:42.972147,device_7_1,merchant_501,18,0,1573.0,0,0,0
7,1776.31,2026-01-04T19:22:23.972147,device_7_1,merchant_501,19,0,1721.0,0,0,0
7,1391.4,2026-01-04T19:53:43.972147,device_7_1,merchant_501,19,0,1880.0,0,0,0
7,549.41,2026-01-04T19:55:54.972147,device_7_1,merchant_501,19,0,131.0,0,0,0
7,1659.05,2026-01-04T20:36:03.972147,device_7_1,merchant_114,20,0,2409.0,0,0,0
7,986.52,2026-01-04T21:07:57.972147,device_7_1,merchant_114,21,0,1914.0,0,0,0
7,1878.47,2026-01-04T21:22:24.972147,device_7_1,merchant_114,21,0,867.0,0,0,0
7,946.9,2026-01-04T22:14:50.972147,device_7_1,merchant_616,22,0,3146.0,0,0,0
7,211.86,2026-01-04T22:30:19.972147,device_7_1,merchant_616,22,0,929.0,0,0,0
7,1115.68,2026-01-04T23:13:14.972147,device_7_1,merchant_616,23,0,2575.0,0,0,0
7,1913.2,2026-01-04T23:44:42.972147,device_7_1,merchant_662,23,0,1888.0,0,0,0
7,1703.96,2026-01-05T00:25:34.972147,device_7_7,merchant_662,0,1,2452.0,1,0,0
7,589.08,2026-01-05T00:42:30.972147,device_7_7,merchant_662,0,1,1016.0,0,0,0
7,93.64,2026-01-05T01:28:25.972147,device_7_7,merchant_662,1,1,2755.0,0,0,0
7,1255.4,2026-01-05T02:10:51.972147,device_7_7,merchant_456,2,1,2546.0,0,0,0
7,1452.59,2026-01-05T02:51:45.972147,device_7_7,merchant_325,2,1,2454.0,0,0,0
7,669.96,2026-01-05T03:05:35.972147,device_7_7,merchant_325,3,1,830.0,0,0,0
7,974.7,2026-01-05T03:31:25.972147,device_7_7,merchant_485,3,1,1550.0,0,0,0
7,1300.21,2026-01-05T04:27:20.972147,device_7_7,merchant_485,4,1,3355.0,0,0,0
7,659.22,2026-01-05T04:31:34.972147,device_7_7,merchant_485,4,1,254.0,0,0,0
7,1066.78,2026-01-05T05:13:47.972147,device_7_7,merchant_485,5,0,2533.0,0,0,0
7,1325.98,2026-01-05T06:09:38.972147,device_7_7,merchant_485,6,0,3351.0,0,1,0
7,969.85,2026-01-05T06:18:57.972147,device_7_7,merchant_485,6,0,559.0,0,0,0
7,337.36,2026-01-05T07:01:22.972147,device_7_7,merchant_485,7,0,2545.0,0,0,0
7,80.55,2026-01-05T07:23:53.972147,device_7_7,merchant_485,7,0,1351.0,0,0,0
7,1386.67,2026-01-05T08:09:53.972147,device_7_7,merchant_485,8,0,2760.0,0,1,0
